academic_confidence,ambiguity_flag,career_priorities,constraints,curriculum_type,dataset_version,expected_prodi,free_text_goal_keywords,interest_deep_dive,interests,prodi_to_avoid,quality_flag,sample_id,score_advanced_math,score_anthropology,score_arts,score_bahasa,score_biology,score_chemistry,score_civics,score_economics,score_english,score_foreign_language,score_geography,score_history,score_indonesian,score_informatics,score_kesehatan,score_math,score_olahraga,score_paling_banyak_1_mata_pelajaran_pendukung_yang_relevan_dengan_program_studi_kependidikannya,score_pattern,score_pendidikan_jasmani,score_physics,score_pjok,score_religion,score_sastra_inggris,score_sociology,sma_track,source_type,target_cluster,target_kelompok_prodi,target_prodi,target_prodi_id,work_style
balanced,False,high salary potential|remote/digital work,theory-heavy,K13 Bahasa,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02654,93,78,87,,,91,74,87,80,71,,,82,65,,82,,,several strong subjects,,88,80,82,,65,Bahasa,synthetic_v2,Ilmu Terapan,Administrasi Bisnis,Administrasi Perkantoran,P0219,teamwork
language/writing,False,public service|stable career,balanced,K13 IPS,apti_dataset_v2,,Software Engineer Backend Developer,engineering|hands_on|tech_software|technology_digital,Engineering|Technology,none,balanced_high,S02655,,,80,,92,87,96,85,71,,66,88,89,82,,94,,,several strong subjects,,86,86,97,,,Merdeka,synthetic_v2,Ilmu Terapan,Informatika Medis atau Informatika Kesehatan,Informatika Kesehatan,P0458,lab work
balanced,False,public service|helping people,practical/project-heavy,K13 IPA,apti_dataset_v2,Astronomi,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,standard,S02656,70,,87,,73,72,74,76,89,66,,,93,76,,82,,,several strong subjects,,90,89,91,,,Bahasa,synthetic_v2,Ilmu Alam,Astronomi,Astronomi,P0117,teamwork
science/lab,False,public service|remote/digital work,field-heavy,Kurikulum Merdeka,apti_dataset_v2,Ilmu Kelautan,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,standard,S02657,83,87,94,,86,80,78,,70,92,,78,72,80,,76,,,several strong subjects,,77,88,85,,83,IPA,synthetic_v2,Ilmu Alam,Ilmu atau Sains Kelautan,Ilmu Kelautan,P0099,lab work
numbers/calculation,False,stable career|research/innovation,field-heavy,K13 Bahasa,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02658,84,73,83,,89,65,86,78,85,70,72,71,75,78,,87,,,several strong subjects,,83,75,70,,,IPS,synthetic_v2,Ilmu Terapan,Sains Perkopian,Teknologi Kopi,P0478,independent
language/writing,False,helping people|high salary potential,practical/project-heavy,K13 IPA,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02659,,,68,,76,77,72,73,81,76,69,74,67,70,,64,,,several strong subjects,,66,72,85,,84,IPA,synthetic_v2,Ilmu Terapan,Kehutanan,Konservasi Sumber Daya Hutan,P0345,teamwork
language/writing,False,high salary potential|public service,balanced,K13 IPA,apti_dataset_v2,Kimia Industri,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,standard,S02660,81,76,75,,88,84,82,,74,86,75,85,81,83,,79,,,several strong subjects,,75,94,77,,89,IPA,synthetic_v2,Ilmu Alam,Kimia,Kimia Industri,P0086,research-focused
science/lab,False,stable career|research/innovation,lab-heavy,K13 IPS,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,standard,S02661,75,,76,,88,91,81,64,87,76,,,84,78,,78,,,several strong subjects,,69,63,86,,77,IPA,synthetic_v2,Ilmu Alam,Biologi,Biomedis,P0108,lab work
creative/art,True,stable career|high salary potential,theory-heavy,K13 IPA,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Education|Engineering|Technology,none,standard,S02662,,66,72,,91,,79,77,87,,86,81,81,79,,82,,,balanced,,92,78,85,,68,Merdeka,synthetic_v2,Ilmu Terapan,Kesehatan,Rekam Medis,P0373,field work
social/human,False,helping people|stable career,theory-heavy,K13 IPA,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02663,67,,74,,,77,69,69,78,70,,71,77,73,,85,,,several strong subjects,,76,69,63,,71,Merdeka,synthetic_v2,Ilmu Terapan,"Geografi, Geografi Lingkungan, Sains Informasi Geografi",Geografi Lingkungan,P0450,teamwork
social/human,False,high salary potential|helping people,balanced,K13 Bahasa,apti_dataset_v2,,Researcher Writer,communication_media|creative_design|language_culture,Design|Language|Media,none,standard,S02664,,,73,,,74,90,77,71,77,63,95,83,76,,70,,,several strong subjects,,79,77,69,,79,IPA,synthetic_v2,Humaniora,Sejarah,Sejarah Peradaban Islam,P0022,lab work
numbers/calculation,False,remote/digital work|stable career,lab-heavy,K13 IPS,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,standard,S02665,68,72,64,,68,85,85,55,76,,72,78,79,63,,70,,,several strong subjects,,84,66,65,,71,Merdeka,synthetic_v2,Ilmu Alam,Fisika,Instrumentasi,P0116,field work
creative/art,False,public service|stable career,lab-heavy,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02666,72,77,74,,80,83,75,73,62,77,75,65,82,71,,77,,,several strong subjects,,,91,91,,,IPS,synthetic_v2,Ilmu Terapan,Kesehatan Masyarakat,Administrasi Kebijakan Kesehatan,P0364,independent
creative/art,False,research/innovation|high salary potential,field-heavy,Kurikulum Merdeka,apti_dataset_v2,Ilmu Militer,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02667,87,74,91,,88,97,80,77,81,74,,67,81,68,,84,,,several strong subjects,,86,81,73,,86,IPA,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Militer,Ilmu Militer,P0397,independent
social/human,False,helping people|research/innovation,balanced,K13 Bahasa,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02668,76,79,79,,,85,64,70,68,,75,73,72,95,,68,,,several strong subjects,,63,83,62,,72,IPA,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Komunikasi,Public Relations,P0231,teamwork
science/lab,False,stable career|high salary potential,theory-heavy,K13 IPS,apti_dataset_v2,Teknologi Hasil Pertanian,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02669,89,72,84,,91,88,75,77,69,82,66,61,73,84,,76,,,several strong subjects,,74,81,85,,75,IPA,synthetic_v2,Ilmu Terapan,"Teknologi Pangan, Teknologi Hasil Pertanian/Peternakan/Perikanan",Teknologi Hasil Pertanian,P0466,teamwork
creative/art,False,public service|high salary potential,practical/project-heavy,Kurikulum Merdeka,apti_dataset_v2,Manajemen Perhotelan,Tourism Planner Hotel Manager,communication_media|engineering|hands_on|technology_digital|tourism_hospitality,Engineering|Media|Technology|Tourism,none,standard,S02670,59,66,74,69,,,61,,64,77,72,76,83,66,,61,,,several strong subjects,,82,80,72,73,65,IPS,synthetic_v2,Ilmu Terapan,Pariwisata,Manajemen Perhotelan,P0422,independent
language/writing,False,public service|stable career,balanced,Kurikulum Merdeka,apti_dataset_v2,Manajemen Olahraga,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,focused_average,S02671,67,68,70,,84,,82,,67,85,89,75,81,68,81,76,83,,several strong subjects,83,70,78,67,,78,IPS,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Keolahragaan,Manajemen Olahraga,P0414,teamwork
creative/art,False,stable career|helping people,theory-heavy,K13 IPA,apti_dataset_v2,,Teacher Curriculum Developer,education_teaching|engineering|hands_on|helping_people|technology_digital,Education|Engineering|Technology,none,balanced_high,S02672,97,81,83,,100,89,91,92,89,87,78,93,97,,,87,,,several strong subjects,,98,79,89,,87,IPA,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Kedokteran,Pendidikan Dokter,P0346,field work
social/human,True,helping people|stable career,theory-heavy,Kurikulum Merdeka,apti_dataset_v2,,Data Scientist Data Analyst,business_finance|engineering|hands_on|tech_ai_data|technology_digital,Business|Data / AI|Education|Engineering|Social,none,standard,S02673,76,,84,,68,76,88,85,70,80,,81,95,91,,91,,,balanced,,76,88,80,,91,IPA,synthetic_v2,Ilmu Terapan,Sains Data,Data Engineering,P0476,research-focused
language/writing,False,public service|remote/digital work,field-heavy,K13 IPA,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02674,76,76,78,,88,76,81,64,88,71,,,67,82,,78,,,several strong subjects,,76,62,86,,82,Merdeka,synthetic_v2,Ilmu Terapan,Kesehatan,Audiologi,P0377,independent
creative/art,False,research/innovation|remote/digital work,balanced,K13 IPA,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,focused_average,S02675,85,70,76,,73,75,88,78,83,74,63,72,78,75,,78,,,several strong subjects,,75,82,79,,77,Bahasa,synthetic_v2,Ilmu Alam,Kimia,Teknologi Laboratorium Kimia,P0089,teamwork
creative/art,False,research/innovation|public service,lab-heavy,K13 Bahasa,apti_dataset_v2,Administrasi Bisnis,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02676,,71,70,,70,55,69,81,55,78,64,69,78,73,,71,,,several strong subjects,,65,76,58,,71,Merdeka,synthetic_v2,Ilmu Terapan,Administrasi Bisnis,Administrasi Bisnis,P0218,lab work
numbers/calculation,False,stable career|helping people,theory-heavy,K13 Bahasa,apti_dataset_v2,,Tourism Planner Hotel Manager,communication_media|engineering|hands_on|technology_digital|tourism_hospitality,Engineering|Media|Technology|Tourism,none,standard,S02677,76,,87,86,90,75,88,92,89,72,,72,100,98,,90,,,several strong subjects,,74,78,93,86,80,IPA,synthetic_v2,Ilmu Terapan,Pariwisata,Manajemen Perhotelan,P0422,lab work
social/human,False,stable career|research/innovation,balanced,K13 Bahasa,apti_dataset_v2,Proteksi Tanaman,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02678,65,,89,,85,65,67,,80,68,60,60,69,,,81,,,several strong subjects,,67,75,87,,83,Bahasa,synthetic_v2,Ilmu Terapan,Ilmu dan Sains Pertanian,Proteksi Tanaman,P0154,lab work
language/writing,False,helping people|high salary potential,field-heavy,K13 IPA,apti_dataset_v2,,Engineer Project Engineer,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02679,70,69,60,,75,76,65,72,86,70,82,77,71,70,,79,,,several strong subjects,,84,82,85,,75,IPS,synthetic_v2,Ilmu Terapan,Transportasi,Teknika,P0440,lab work
balanced,False,high salary potential|public service,field-heavy,K13 Bahasa,apti_dataset_v2,,Data Analyst Quantitative Analyst,data_ai|numbers_logic|technology_digital,Technology,none,standard,S02680,,,73,,84,86,84,81,80,,73,97,89,78,,85,,,several strong subjects,,,90,78,,81,IPS,synthetic_v2,Ilmu Formal,Logika,Logika,P0138,lab work
language/writing,False,research/innovation|public service,practical/project-heavy,Kurikulum Merdeka,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,standard,S02681,74,80,68,,,82,71,91,73,68,80,70,78,80,,93,,,several strong subjects,,82,78,73,,76,Merdeka,synthetic_v2,Ilmu Alam,Astronomi,Astronomi,P0117,independent
science/lab,True,stable career|remote/digital work,practical/project-heavy,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Business|Engineering|Social|Technology,none,standard,S02682,74,87,79,,,80,74,85,80,,80,77,63,65,,74,,,balanced,,82,69,63,,,Merdeka,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Manajemen,Manajemen Bisnis,P0201,field work
language/writing,False,high salary potential|helping people,field-heavy,Kurikulum Merdeka,apti_dataset_v2,Manajemen Sumber Daya Manusia,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02683,75,,85,,,,80,97,84,75,,73,81,75,,83,,,several strong subjects,,,86,70,,58,IPA,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Manajemen,Manajemen Sumber Daya Manusia,P0204,research-focused
science/lab,False,remote/digital work|research/innovation,balanced,K13 Bahasa,apti_dataset_v2,Biostatistika,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02684,72,91,85,,92,68,80,78,66,74,70,79,78,57,,71,,,several strong subjects,,78,89,84,,,Merdeka,synthetic_v2,Ilmu Terapan,Kesehatan Masyarakat,Biostatistika,P0365,teamwork
social/human,False,high salary potential|public service,lab-heavy,K13 IPS,apti_dataset_v2,,Teacher Curriculum Developer,education_teaching|engineering|hands_on|helping_people|technology_digital,Education|Engineering|Technology,none,balanced_high,S02685,95,83,100,,100,92,69,,83,92,89,89,86,85,,79,,,several strong subjects,,100,69,86,,85,IPS,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Kedokteran,Pendidikan Dokter,P0346,field work
social/human,False,high salary potential|helping people,practical/project-heavy,K13 IPS,apti_dataset_v2,Studi Kebijakan Publik,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02686,80,86,75,,68,59,85,75,81,70,72,88,100,100,,75,,,several strong subjects,,75,81,98,,87,Bahasa,synthetic_v2,Ilmu Terapan,Urusan Publik,Studi Kebijakan Publik,P0407,lab work
science/lab,False,public service|helping people,balanced,K13 Bahasa,apti_dataset_v2,Kriminologi,Analyst Public Officer,communication_media|education|social_law_public,Media,none,standard,S02687,63,66,75,,69,75,67,72,67,,62,74,76,68,,65,,,several strong subjects,,77,64,78,,65,IPA,synthetic_v2,Ilmu Sosial,Sosial,Kriminologi,P0062,teamwork
language/writing,False,stable career|helping people,practical/project-heavy,K13 Bahasa,apti_dataset_v2,Ners,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02688,69,,74,,82,85,83,68,77,76,92,74,67,76,,82,,,several strong subjects,,77,70,75,,78,IPS,synthetic_v2,Ilmu Terapan,Keperawatan,Ners,P0369,lab work
numbers/calculation,False,high salary potential|helping people,practical/project-heavy,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,focused_average,S02689,69,65,66,,95,66,80,,79,80,84,85,64,85,,75,,,several strong subjects,,82,75,58,,66,Bahasa,synthetic_v2,Ilmu Terapan,Kehutanan,Kehutanan,P0341,research-focused
social/human,True,helping people|high salary potential,theory-heavy,Kurikulum Merdeka,apti_dataset_v2,,Teacher Curriculum Developer,education_teaching|engineering|hands_on|helping_people|technology_digital,Design|Education|Engineering|Social|Technology,none,standard,S02690,76,70,68,,79,,54,84,76,78,74,93,72,,,76,,,balanced,,71,60,74,,65,Merdeka,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Kedokteran,Pendidikan Dokter,P0346,independent
social/human,False,high salary potential|remote/digital work,balanced,Kurikulum Merdeka,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,standard,S02691,85,,78,,94,68,74,67,73,78,92,76,77,73,,71,,,several strong subjects,,81,84,89,,75,IPA,synthetic_v2,Ilmu Alam,Ilmu atau Sains Kelautan,Ilmu Kelautan,P0099,teamwork
language/writing,False,research/innovation|public service,practical/project-heavy,K13 IPA,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,focused_average,S02692,,74,82,,92,,96,,65,67,77,78,69,68,,77,,,several strong subjects,,,67,69,,,Merdeka,synthetic_v2,Ilmu Terapan,Bisnis,Bisnis Digital,P0222,research-focused
numbers/calculation,False,stable career|high salary potential,practical/project-heavy,K13 IPA,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,balanced_high,S02693,92,,83,,99,88,79,95,78,75,82,78,89,90,,79,,,several strong subjects,,78,87,63,,,Merdeka,synthetic_v2,Ilmu Terapan,Sains Perkopian,Sains Perkopian,P0477,research-focused
creative/art,False,high salary potential|public service,lab-heavy,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02694,,86,80,,86,81,97,96,99,98,82,88,86,90,,82,,,several strong subjects,,79,88,88,,76,IPS,synthetic_v2,Ilmu Terapan,Logistik,Logistik,P0212,research-focused
balanced,False,high salary potential|research/innovation,lab-heavy,K13 Bahasa,apti_dataset_v2,,Apoteker Clinical Pharmacist,engineering|hands_on|health_lab|health_pharmacy|technology_digital,Engineering|Health|Technology,none,balanced_high,S02695,96,79,83,,74,90,92,89,81,89,98,83,85,90,,88,,,several strong subjects,,91,91,91,,,Merdeka,synthetic_v2,Ilmu Terapan,Ilmu Farmasi,Teknologi Farmasi,P0355,teamwork
balanced,False,stable career|research/innovation,balanced,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02696,,70,58,,63,72,75,,74,92,68,90,80,75,,78,,,several strong subjects,,66,74,78,,86,IPS,synthetic_v2,Ilmu Terapan,Logistik,Manajemen Logistik,P0213,teamwork
balanced,False,research/innovation|helping people,balanced,Kurikulum Merdeka,apti_dataset_v2,,Engineer Project Engineer,engineering|hands_on|technology_digital,Engineering|Technology,none,focused_average,S02697,77,80,77,,75,86,72,69,76,75,72,,71,77,,78,,,several strong subjects,,80,68,78,,71,IPA,synthetic_v2,Ilmu Terapan,Teknik atau Rekayasa,Teknologi Rekayasa Perangkat Lunak,P0329,independent
numbers/calculation,False,high salary potential|research/innovation,theory-heavy,K13 IPS,apti_dataset_v2,Kedokteran Hewan,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S02698,79,96,83,,86,98,69,77,81,76,82,83,82,,,83,,,several strong subjects,,89,64,80,,84,Bahasa,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Veteriner,Kedokteran Hewan,P0349,teamwork
balanced,True,research/innovation|helping people,theory-heavy,K13 IPA,apti_dataset_v2,,Apoteker Clinical Pharmacist,engineering|hands_on|health_lab|health_pharmacy|technology_digital,Education|Engineering|Health|Technology,none,standard,S02699,64,85,81,,,85,72,73,54,64,72,69,77,68,,64,,,balanced,,72,67,66,,75,Merdeka,synthetic_v2,Ilmu Terapan,Ilmu Farmasi,Sains Farmasi,P0354,research-focused
